id_producto,nombre_producto,categoria_producto,precio_producto,id_usuario,nombre_usuario,edad_usuario,genero_usuario,ubicacion_usuario,historial_compras,fecha_venta,cantidad_vendida,opiniones_usuarios,visitas_producto,carrito_abandonado,descuentos_aplicados,metodo_pago,frecuencia_compras,dispositivo_uso
1923,Producto B,Hogar,11.99,140,Carlos,56,H,Ciudad A,"Producto B,Producto D",20/05/23,8,3,1,0,10,Efectivo,Mensual,Desktop
1249,Producto B,Juguetes,214.31,151,Juan,43,H,Ciudad C,Producto D,21/08/23,8,3,6,1,10,Efectivo,Semanal,Tablet
1574,Producto A,Juguetes,250.68,143,Maria,28,H,Ciudad C,"Producto B,Producto A",11/11/23,2,1,5,0,15,PayPal,Trimestral,Móvil
1708,Producto C,Hogar,178.4,141,Carlos,53,M,Ciudad A,"Producto B,Producto D,Producto A",31/10/23,7,3,9,1,5,Efectivo,Semanal,Móvil
1963,Producto B,Electronica,498.59,171,Maria,62,H,Ciudad C,"Producto C,Producto A,Producto D",24/01/23,8,2,6,0,10,Transferencia,Trimestral,Móvil
1321,Producto C,Hogar,84.16,126,Sofia,38,H,Ciudad C,Producto A,29/04/23,5,4,18,0,15,Transferencia,Mensual,Desktop
1085,Producto A,Juguetes,418.23,126,Ana,54,H,Ciudad C,"Producto D,Producto A",16/07/23,6,1,9,0,20,Transferencia,Trimestral,Desktop
1654,Producto A,Juguetes,453.96,174,Carlos,32,H,Ciudad B,"Producto D,Producto B,Producto B",24/11/23,6,2,13,1,20,Efectivo,Mensual,Móvil
1616,Producto C,Ropa,411.32,129,Juan,28,M,Ciudad A,Producto C,29/07/23,6,2,9,0,15,PayPal,Mensual,Desktop
1486,Producto C,Ropa,428.65,109,Ana,18,H,Ciudad A,"Producto B,Producto B,Producto C",13/04/23,1,3,2,0,10,Transferencia,Semanal,Tablet
1818,Producto A,Ropa,177.43,175,Ana,34,H,Ciudad B,"Producto B,Producto D,Producto A,Producto C",18/01/23,7,2,16,0,20,Efectivo,Trimestral,Tablet
1213,Producto D,Ropa,468.25,132,Sofia,54,M,Ciudad B,"Producto C,Producto D,Producto A,Producto C",10/12/23,2,3,11,0,5,Efectivo,Semanal,Tablet
1612,Producto C,Hogar,146.87,184,Carlos,49,H,Ciudad C,"Producto D,Producto C,Producto A",2/01/23,2,5,1,0,15,Efectivo,Semanal,Desktop
1270,Producto A,Electronica,79.29,172,Luis,54,H,Ciudad A,"Producto C,Producto A",6/09/23,6,4,4,1,0,Transferencia,Mensual,Desktop
1367,Producto C,Ropa,156.19,163,Luis,47,H,Ciudad B,"Producto D,Producto C",20/04/23,9,5,5,0,15,Transferencia,Trimestral,Desktop
1018,Producto C,Ropa,355.79,174,Ana,63,M,Ciudad A,"Producto A,Producto C,Producto B,Producto B",3/09/23,7,2,14,0,10,Tarjeta,Semanal,Desktop
1846,Producto C,Ropa,267.14,172,Juan,66,M,Ciudad C,"Producto D,Producto A",24/05/23,3,1,16,0,20,Transferencia,Semanal,Móvil
1604,Producto B,Electronica,438.89,189,Juan,60,M,Ciudad B,"Producto A,Producto D",20/01/23,3,2,19,0,0,Efectivo,Semanal,Desktop
1767,Producto B,Juguetes,31.68,163,Ana,64,M,Ciudad A,"Producto C,Producto C,Producto B",24/10/23,2,3,12,1,5,Tarjeta,Trimestral,Móvil
1654,Producto D,Juguetes,409.67,137,Ana,34,M,Ciudad C,"Producto C,Producto C,Producto D",4/01/23,2,3,4,0,0,PayPal,Semanal,Móvil
1623,Producto D,Ropa,313.13,178,Ana,63,H,Ciudad C,"Producto B,Producto D,Producto B",20/06/23,8,5,3,1,5,PayPal,Semanal,Desktop
1286,Producto D,Hogar,141.04,147,Luis,36,H,Ciudad B,"Producto D,Producto B",18/02/23,4,5,12,0,5,Transferencia,Semanal,Móvil
1763,Producto A,Ropa,285.29,173,Ana,22,H,Ciudad C,"Producto A,Producto A,Producto B",11/08/23,2,2,13,0,15,Tarjeta,Mensual,Desktop
1059,Producto A,Electronica,479.1,183,Carlos,48,M,Ciudad A,"Producto C,Producto B",21/06/23,7,1,12,0,5,Efectivo,Trimestral,Desktop
1794,Producto C,Juguetes,269.64,178,Carlos,50,H,Ciudad B,Producto C,13/03/23,8,1,19,0,10,Transferencia,Semanal,Móvil
1685,Producto B,Hogar,163.12,134,Carlos,66,H,Ciudad C,"Producto B,Producto C,Producto A",31/01/23,9,1,11,0,15,Tarjeta,Semanal,Tablet
1526,Producto A,Hogar,445.31,159,Sofia,22,H,Ciudad C,"Producto A,Producto D,Producto D",7/03/23,5,5,10,0,10,Efectivo,Mensual,Móvil
1555,Producto C,Juguetes,61.15,113,Carlos,54,M,Ciudad A,"Producto C,Producto A,Producto B",24/06/23,8,3,5,0,0,Tarjeta,Semanal,Desktop
1979,Producto C,Ropa,229.73,184,Carlos,40,H,Ciudad A,"Producto B,Producto C",3/11/23,8,5,11,0,10,Tarjeta,Trimestral,Tablet
1175,Producto C,Electronica,290.81,178,Maria,26,H,Ciudad B,Producto D,17/02/23,8,1,9,0,5,Efectivo,Trimestral,Tablet
1438,Producto D,Hogar,148.54,170,Juan,29,H,Ciudad B,"Producto B,Producto D",6/07/23,9,4,3,0,0,Efectivo,Mensual,Tablet
1914,Producto B,Ropa,119.44,134,Juan,55,H,Ciudad B,"Producto D,Producto A",28/12/23,1,4,2,0,10,PayPal,Semanal,Tablet
1601,Producto D,Electronica,334.65,193,Juan,55,M,Ciudad C,"Producto D,Producto C",2/03/23,8,5,14,0,5,Efectivo,Semanal,Desktop
1515,Producto C,Juguetes,412.82,114,Luis,39,M,Ciudad A,"Producto D,Producto B,Producto D,Producto B",23/08/23,9,5,15,0,20,PayPal,Mensual,Móvil
1810,Producto C,Ropa,268.92,196,Ana,63,M,Ciudad C,Producto D,17/08/23,4,3,12,0,15,Efectivo,Mensual,Desktop
1883,Producto B,Juguetes,258.32,105,Sofia,24,H,Ciudad A,"Producto A,Producto A,Producto B,Producto B",3/08/23,7,5,7,0,0,Efectivo,Semanal,Móvil
1876,Producto B,Hogar,126.86,161,Carlos,52,M,Ciudad C,Producto C,29/06/23,2,2,3,0,5,Transferencia,Mensual,Tablet
1283,Producto C,Ropa,153.33,125,Juan,51,M,Ciudad C,"Producto C,Producto C,Producto B",23/12/23,9,1,16,0,15,Efectivo,Mensual,Móvil
1757,Producto D,Electronica,393.28,180,Sofia,38,H,Ciudad C,Producto B,10/12/23,1,5,19,1,0,Transferencia,Trimestral,Desktop
1608,Producto B,Juguetes,40.95,119,Luis,57,H,Ciudad A,"Producto A,Producto C,Producto D,Producto C",4/04/23,4,3,7,1,10,Efectivo,Trimestral,Móvil
1628,Producto D,Ropa,149.32,146,Ana,24,H,Ciudad A,"Producto B,Producto C,Producto A",8/11/23,2,4,17,1,15,Tarjeta,Mensual,Desktop
1620,Producto A,Hogar,341.83,109,Ana,33,H,Ciudad A,"Producto D,Producto B,Producto B,Producto A",21/12/23,1,1,15,0,15,Tarjeta,Trimestral,Desktop
1127,Producto C,Hogar,391.09,147,Carlos,40,M,Ciudad A,Producto C,31/08/23,6,3,13,0,5,PayPal,Trimestral,Móvil
1610,Producto A,Electronica,354.6,179,Sofia,22,H,Ciudad C,"Producto D,Producto A,Producto C",5/10/23,6,2,18,0,15,PayPal,Mensual,Desktop
1552,Producto B,Hogar,468.74,153,Ana,31,H,Ciudad A,Producto C,7/10/23,9,2,4,1,5,Tarjeta,Mensual,Desktop
1309,Producto C,Ropa,259.67,148,Maria,45,H,Ciudad C,"Producto D,Producto D",20/12/23,3,1,3,0,0,Transferencia,Semanal,Desktop
1870,Producto A,Electronica,23.47,101,Luis,54,H,Ciudad C,"Producto A,Producto D,Producto B,Producto B",25/06/23,8,4,14,0,5,Efectivo,Mensual,Móvil
1611,Producto A,Electronica,425.41,158,Carlos,69,M,Ciudad B,"Producto C,Producto B,Producto B",27/12/23,5,4,7,1,10,Transferencia,Semanal,Desktop
1010,Producto B,Juguetes,140.56,120,Carlos,27,H,Ciudad C,"Producto B,Producto C,Producto D",3/03/23,1,2,7,0,0,Tarjeta,Semanal,Tablet
1427,Producto D,Electronica,424.59,115,Maria,44,H,Ciudad C,"Producto C,Producto D,Producto B,Producto A",24/10/23,8,2,18,0,0,Tarjeta,Semanal,Desktop
1224,Producto D,Ropa,293.18,191,Ana,30,H,Ciudad A,Producto C,2/08/23,4,2,18,0,20,PayPal,Semanal,Desktop
1758,Producto A,Hogar,267.54,172,Luis,31,H,Ciudad B,"Producto D,Producto B",23/06/23,1,2,2,0,5,Tarjeta,Mensual,Desktop
1202,Producto B,Ropa,240.93,122,Juan,38,H,Ciudad C,Producto D,4/08/23,8,4,11,0,20,PayPal,Trimestral,Tablet
1671,Producto C,Electronica,409.57,191,Juan,63,M,Ciudad B,"Producto A,Producto B,Producto C",25/01/23,9,1,6,0,20,Transferencia,Trimestral,Desktop
1831,Producto C,Juguetes,70.23,101,Luis,34,H,Ciudad B,Producto C,17/05/23,2,1,8,0,0,Transferencia,Trimestral,Tablet
1413,Producto A,Ropa,63.94,109,Maria,29,M,Ciudad C,"Producto C,Producto A",30/01/23,9,2,12,0,10,Transferencia,Semanal,Desktop
1480,Producto B,Juguetes,460.93,125,Juan,65,H,Ciudad C,"Producto C,Producto A,Producto D,Producto B",11/10/23,8,4,17,0,15,Tarjeta,Mensual,Tablet
1741,Producto D,Juguetes,202.23,174,Juan,35,M,Ciudad A,Producto B,17/05/23,9,1,14,0,5,PayPal,Semanal,Tablet
1930,Producto C,Hogar,488.48,156,Carlos,21,M,Ciudad C,Producto B,28/02/23,6,1,10,0,0,Efectivo,Trimestral,Móvil
1833,Producto A,Electronica,404.17,197,Sofia,56,H,Ciudad A,Producto D,25/04/23,9,3,17,0,15,Transferencia,Mensual,Desktop
1365,Producto A,Electronica,340.3,161,Juan,19,M,Ciudad C,"Producto D,Producto D,Producto A",30/06/23,4,3,10,0,5,Tarjeta,Semanal,Móvil
1131,Producto A,Electronica,498.34,165,Sofia,38,M,Ciudad B,"Producto C,Producto C,Producto C",1/01/23,7,1,19,1,0,Transferencia,Mensual,Móvil
1654,Producto B,Hogar,284.95,155,Luis,26,M,Ciudad C,"Producto A,Producto A,Producto D,Producto D",20/09/23,5,1,19,0,5,Efectivo,Semanal,Desktop
1261,Producto A,Ropa,54.88,154,Maria,35,M,Ciudad C,"Producto B,Producto B",24/07/23,4,3,12,0,10,Efectivo,Trimestral,Desktop
1088,Producto B,Electronica,264.1,192,Maria,26,H,Ciudad A,"Producto A,Producto A,Producto A,Producto D",4/10/23,8,5,6,0,20,Transferencia,Mensual,Tablet
1036,Producto B,Juguetes,205.35,117,Carlos,43,H,Ciudad C,Producto C,23/09/23,8,4,3,0,5,Efectivo,Trimestral,Tablet
1177,Producto D,Hogar,272.71,160,Maria,34,M,Ciudad B,"Producto B,Producto B",17/11/23,7,5,6,0,5,Transferencia,Semanal,Tablet
1470,Producto D,Ropa,219.88,107,Sofia,35,H,Ciudad A,"Producto A,Producto A,Producto C",18/02/23,8,1,9,0,10,Transferencia,Trimestral,Tablet
1940,Producto D,Ropa,339.66,185,Carlos,19,H,Ciudad A,"Producto B,Producto A,Producto A",30/01/23,1,3,7,0,15,Tarjeta,Trimestral,Tablet
1418,Producto C,Ropa,39.54,136,Maria,69,H,Ciudad B,"Producto B,Producto C,Producto D",7/01/23,4,2,4,0,0,Tarjeta,Trimestral,Tablet
1991,Producto A,Ropa,322.74,128,Maria,60,M,Ciudad A,"Producto A,Producto A,Producto B",6/04/23,8,3,8,0,20,Tarjeta,Mensual,Desktop
1262,Producto C,Ropa,302.9,187,Luis,49,H,Ciudad C,"Producto C,Producto A,Producto D,Producto C",11/08/23,2,5,14,0,0,Efectivo,Semanal,Tablet
1204,Producto B,Juguetes,456.78,175,Juan,45,H,Ciudad B,"Producto C,Producto C",3/03/23,2,3,6,0,5,Transferencia,Semanal,Tablet
1245,Producto D,Electronica,265.71,199,Juan,25,H,Ciudad C,Producto A,4/12/23,3,3,1,0,10,Tarjeta,Mensual,Tablet
1484,Producto A,Hogar,18.0,145,Luis,65,H,Ciudad B,"Producto D,Producto C",24/02/23,1,5,17,0,20,Transferencia,Mensual,Tablet
1901,Producto A,Ropa,207.81,181,Maria,60,H,Ciudad B,Producto C,13/02/23,6,1,17,0,15,PayPal,Trimestral,Desktop
1071,Producto B,Juguetes,416.58,148,Maria,60,M,Ciudad B,"Producto B,Producto D,Producto C",4/10/23,7,4,13,0,20,Transferencia,Mensual,Tablet
1167,Producto A,Electronica,34.41,154,Juan,33,M,Ciudad A,"Producto B,Producto C,Producto B",19/04/23,3,4,15,0,10,Transferencia,Trimestral,Móvil
1146,Producto A,Electronica,186.74,121,Maria,34,M,Ciudad C,Producto C,9/06/23,9,4,8,1,10,Efectivo,Semanal,Móvil
1350,Producto D,Ropa,291.7,103,Luis,51,H,Ciudad C,"Producto B,Producto C,Producto B",20/03/23,1,1,18,0,0,Efectivo,Trimestral,Móvil
1732,Producto C,Electronica,400.07,193,Ana,23,M,Ciudad A,"Producto A,Producto B",31/07/23,6,4,7,0,20,Transferencia,Trimestral,Desktop
1091,Producto C,Hogar,93.77,178,Maria,54,M,Ciudad A,"Producto A,Producto B",12/02/23,8,4,18,1,5,Tarjeta,Semanal,Tablet
1994,Producto A,Ropa,209.93,115,Carlos,56,H,Ciudad B,"Producto A,Producto D,Producto A",1/05/23,6,3,9,0,5,Tarjeta,Mensual,Móvil
1626,Producto B,Juguetes,223.13,172,Ana,23,H,Ciudad A,Producto C,8/06/23,6,4,5,0,15,Efectivo,Semanal,Desktop
1529,Producto B,Hogar,73.97,197,Maria,57,M,Ciudad A,"Producto D,Producto A,Producto D,Producto C",16/01/23,5,2,7,0,0,PayPal,Trimestral,Tablet
1196,Producto B,Juguetes,148.28,111,Ana,58,H,Ciudad C,"Producto D,Producto C,Producto A",27/08/23,6,1,9,0,10,Tarjeta,Trimestral,Tablet
1977,Producto B,Ropa,15.54,190,Carlos,41,M,Ciudad A,"Producto A,Producto C",3/07/23,2,4,10,0,5,PayPal,Mensual,Desktop
1782,Producto D,Ropa,446.22,158,Ana,46,M,Ciudad A,"Producto C,Producto D,Producto C",20/08/23,6,5,9,0,0,Transferencia,Semanal,Desktop
1782,Producto A,Ropa,450.69,117,Sofia,43,H,Ciudad B,"Producto D,Producto A",13/06/23,2,2,6,1,15,Transferencia,Mensual,Desktop
1289,Producto D,Electronica,330.55,136,Juan,62,H,Ciudad A,"Producto A,Producto B",1/10/23,4,5,5,0,20,PayPal,Mensual,Tablet
1084,Producto A,Electronica,374.52,179,Luis,46,M,Ciudad A,"Producto A,Producto B",20/08/23,8,1,4,0,0,Efectivo,Trimestral,Móvil
1828,Producto A,Ropa,102.48,135,Maria,66,M,Ciudad C,"Producto B,Producto A,Producto A",25/02/23,8,1,1,0,0,PayPal,Mensual,Tablet
1257,Producto D,Electronica,107.31,158,Maria,21,M,Ciudad C,"Producto D,Producto D,Producto D,Producto D",16/10/23,9,5,14,0,15,Transferencia,Semanal,Tablet
1364,Producto A,Electronica,285.55,185,Carlos,67,M,Ciudad C,Producto C,3/09/23,5,1,13,0,15,Efectivo,Semanal,Tablet
1478,Producto B,Ropa,169.39,159,Juan,44,H,Ciudad B,"Producto A,Producto B",22/10/23,8,4,17,0,0,PayPal,Mensual,Tablet
1900,Producto C,Ropa,323.96,145,Juan,24,M,Ciudad A,Producto A,30/08/23,5,4,15,0,5,PayPal,Semanal,Móvil
1547,Producto C,Juguetes,314.66,109,Maria,67,M,Ciudad B,Producto B,2/02/23,6,5,16,1,10,Efectivo,Trimestral,Desktop
1937,Producto C,Juguetes,43.87,111,Maria,63,H,Ciudad A,Producto C,15/12/23,5,1,10,0,5,Tarjeta,Trimestral,Tablet
1221,Producto B,Ropa,356.46,128,Carlos,52,H,Ciudad A,"Producto D,Producto C",29/09/23,1,4,13,1,20,Transferencia,Mensual,Desktop
1766,Producto C,Ropa,283.48,148,Carlos,39,H,Ciudad C,"Producto A,Producto C",20/06/23,8,5,5,1,20,Efectivo,Mensual,Móvil
1053,Producto D,Electronica,474.58,140,Carlos,19,M,Ciudad A,Producto B,21/07/23,4,4,7,0,10,PayPal,Mensual,Tablet
1579,Producto D,Ropa,152.87,162,Maria,67,H,Ciudad C,"Producto A,Producto B,Producto A",9/12/23,8,4,11,0,0,Efectivo,Trimestral,Tablet
1594,Producto B,Hogar,37.64,121,Luis,33,H,Ciudad B,"Producto C,Producto D,Producto A",13/09/23,8,3,9,1,15,Transferencia,Mensual,Móvil
1215,Producto B,Juguetes,76.22,194,Ana,24,M,Ciudad C,Producto C,28/10/23,1,4,11,0,15,Transferencia,Trimestral,Tablet
1420,Producto C,Juguetes,239.84,163,Luis,40,H,Ciudad A,"Producto B,Producto A,Producto A",6/06/23,7,3,7,0,20,Tarjeta,Mensual,Tablet
1291,Producto D,Electronica,173.05,132,Luis,49,M,Ciudad A,"Producto A,Producto B,Producto A",4/08/23,1,1,12,0,15,Efectivo,Semanal,Móvil
1203,Producto A,Ropa,62.41,186,Maria,32,H,Ciudad C,"Producto C,Producto B,Producto C",19/09/23,9,2,3,0,10,PayPal,Trimestral,Desktop
1354,Producto A,Ropa,476.88,188,Luis,51,M,Ciudad B,"Producto A,Producto B,Producto A",18/01/23,4,1,3,0,5,PayPal,Trimestral,Desktop
1291,Producto D,Electronica,222.35,148,Sofia,56,H,Ciudad A,"Producto A,Producto B,Producto C,Producto A",11/08/23,2,2,19,1,0,Efectivo,Semanal,Desktop
1224,Producto C,Ropa,286.13,125,Maria,43,H,Ciudad B,Producto C,17/09/23,8,4,19,1,15,Efectivo,Semanal,Desktop
1006,Producto C,Ropa,27.92,100,Juan,58,M,Ciudad B,"Producto B,Producto C",28/07/23,8,1,13,0,20,Tarjeta,Trimestral,Desktop
1434,Producto A,Juguetes,147.42,157,Carlos,28,H,Ciudad A,"Producto D,Producto D",29/11/23,3,3,16,0,10,PayPal,Trimestral,Desktop
1645,Producto A,Juguetes,177.49,122,Maria,28,H,Ciudad A,"Producto C,Producto A,Producto A,Producto B",17/03/23,2,1,3,0,0,Efectivo,Mensual,Desktop
1342,Producto D,Hogar,258.49,108,Juan,20,M,Ciudad A,Producto A,1/11/23,4,5,5,0,10,Efectivo,Semanal,Desktop
1064,Producto D,Ropa,157.75,105,Luis,44,M,Ciudad C,"Producto C,Producto D,Producto C,Producto C",15/09/23,8,4,17,0,20,Efectivo,Trimestral,Desktop
1716,Producto C,Ropa,182.7,167,Maria,30,M,Ciudad B,"Producto B,Producto A",25/12/23,2,4,17,0,10,PayPal,Trimestral,Tablet
1059,Producto C,Hogar,389.01,119,Maria,48,H,Ciudad B,Producto C,11/11/23,1,1,13,1,0,Efectivo,Semanal,Móvil
1013,Producto D,Hogar,109.7,140,Maria,66,M,Ciudad A,"Producto C,Producto D,Producto A",24/11/23,3,3,6,0,0,PayPal,Trimestral,Desktop
1166,Producto D,Juguetes,348.15,162,Maria,25,M,Ciudad C,"Producto C,Producto C",1/03/23,5,4,15,0,5,PayPal,Trimestral,Desktop
1548,Producto B,Ropa,404.91,123,Maria,46,M,Ciudad C,"Producto C,Producto B,Producto D",18/04/23,8,2,11,0,0,PayPal,Trimestral,Tablet
1615,Producto B,Ropa,141.18,130,Sofia,51,H,Ciudad B,"Producto B,Producto C",23/02/23,5,1,4,0,0,Efectivo,Trimestral,Tablet
1648,Producto A,Hogar,267.63,194,Maria,22,M,Ciudad A,"Producto A,Producto D,Producto D",7/11/23,8,2,12,1,20,Transferencia,Trimestral,Desktop
1332,Producto C,Juguetes,378.34,134,Luis,54,M,Ciudad B,"Producto B,Producto A",1/09/23,4,2,6,0,15,Efectivo,Semanal,Desktop
1894,Producto B,Juguetes,270.35,198,Juan,48,M,Ciudad A,Producto A,25/04/23,6,3,5,0,20,Transferencia,Mensual,Tablet
1773,Producto C,Electronica,499.63,143,Maria,46,H,Ciudad A,"Producto C,Producto A,Producto B",10/01/23,1,3,17,0,5,Efectivo,Mensual,Móvil
1379,Producto D,Juguetes,195.31,131,Luis,48,H,Ciudad B,Producto B,23/09/23,1,1,17,0,10,Transferencia,Mensual,Móvil
1239,Producto D,Ropa,169.5,128,Carlos,58,M,Ciudad A,"Producto D,Producto D,Producto D,Producto C",6/06/23,5,4,3,0,10,Tarjeta,Mensual,Tablet
1392,Producto D,Hogar,149.62,156,Maria,44,H,Ciudad B,"Producto D,Producto A",8/12/23,9,3,5,1,15,PayPal,Trimestral,Desktop
1732,Producto D,Juguetes,22.82,169,Sofia,50,M,Ciudad A,"Producto C,Producto C,Producto D",10/08/23,3,1,6,1,5,Tarjeta,Mensual,Móvil
1662,Producto B,Juguetes,430.08,191,Juan,63,M,Ciudad A,Producto A,1/01/24,5,2,15,0,10,PayPal,Mensual,Desktop
1252,Producto C,Electronica,164.39,126,Luis,19,M,Ciudad B,"Producto A,Producto D,Producto D,Producto C",6/10/23,2,2,11,0,10,PayPal,Trimestral,Móvil
1636,Producto A,Hogar,192.98,175,Juan,54,M,Ciudad A,"Producto C,Producto A,Producto A",9/06/23,9,5,10,0,20,Efectivo,Semanal,Tablet
1919,Producto A,Juguetes,439.37,195,Ana,27,H,Ciudad A,"Producto B,Producto C,Producto B",15/12/23,5,3,16,0,0,Transferencia,Mensual,Desktop
1236,Producto D,Juguetes,478.66,118,Ana,63,M,Ciudad C,"Producto A,Producto D,Producto A",23/01/23,1,3,12,0,20,Efectivo,Mensual,Tablet
1937,Producto A,Ropa,110.77,107,Ana,37,M,Ciudad C,"Producto A,Producto B",22/11/23,4,3,1,1,10,Efectivo,Semanal,Desktop
1212,Producto C,Juguetes,72.96,141,Juan,19,M,Ciudad C,"Producto A,Producto D,Producto C,Producto D",9/07/23,5,2,9,0,20,Tarjeta,Semanal,Desktop
1856,Producto B,Juguetes,260.59,111,Carlos,52,M,Ciudad A,"Producto C,Producto A,Producto D,Producto D",21/02/23,2,3,7,0,10,Tarjeta,Mensual,Desktop
1654,Producto A,Juguetes,244.95,138,Luis,34,M,Ciudad C,Producto D,16/07/23,8,5,4,0,0,PayPal,Mensual,Desktop
1053,Producto A,Ropa,138.41,174,Carlos,48,H,Ciudad B,"Producto B,Producto B,Producto D",8/06/23,5,1,17,0,5,Efectivo,Trimestral,Móvil
1571,Producto B,Hogar,362.21,136,Luis,22,M,Ciudad A,"Producto D,Producto A,Producto D,Producto A",12/11/23,4,3,12,1,20,Transferencia,Semanal,Desktop
1972,Producto B,Hogar,108.73,107,Luis,33,H,Ciudad A,"Producto D,Producto C,Producto B",16/12/23,1,2,17,1,20,Efectivo,Semanal,Tablet
1291,Producto D,Electronica,492.74,141,Sofia,26,M,Ciudad C,"Producto A,Producto D",6/01/23,6,5,9,0,5,Efectivo,Semanal,Móvil
1715,Producto C,Ropa,177.82,162,Luis,59,H,Ciudad C,"Producto C,Producto D,Producto C,Producto C",9/05/23,3,4,10,0,0,Efectivo,Trimestral,Móvil
1064,Producto A,Electronica,33.91,183,Sofia,22,M,Ciudad B,"Producto C,Producto D,Producto C",6/07/23,8,2,10,0,10,Transferencia,Trimestral,Tablet
1808,Producto D,Ropa,215.37,148,Juan,40,H,Ciudad A,Producto B,8/02/23,7,4,16,0,5,Transferencia,Mensual,Desktop
1910,Producto B,Electronica,386.01,128,Luis,24,H,Ciudad A,"Producto D,Producto D",15/06/23,4,2,5,0,5,PayPal,Trimestral,Tablet
1459,Producto D,Hogar,292.16,103,Sofia,64,M,Ciudad B,"Producto C,Producto B",21/07/23,1,2,11,0,10,Efectivo,Semanal,Desktop
1923,Producto D,Electronica,185.19,174,Carlos,30,M,Ciudad C,"Producto C,Producto C",25/04/23,2,1,19,0,15,Tarjeta,Semanal,Desktop
1158,Producto C,Electronica,93.34,180,Ana,36,M,Ciudad B,Producto D,4/04/23,4,4,14,0,10,PayPal,Trimestral,Móvil
1524,Producto D,Hogar,447.2,132,Ana,20,H,Ciudad B,"Producto B,Producto A",29/09/23,9,3,13,0,20,Tarjeta,Semanal,Desktop
1514,Producto C,Hogar,451.63,121,Maria,28,H,Ciudad B,"Producto D,Producto C,Producto D",16/03/23,8,2,7,0,5,Efectivo,Mensual,Móvil
1104,Producto B,Electronica,68.7,145,Sofia,34,H,Ciudad C,"Producto B,Producto A,Producto C",18/09/23,1,4,3,1,20,Transferencia,Trimestral,Móvil
1442,Producto D,Electronica,341.99,159,Juan,19,M,Ciudad B,"Producto C,Producto A,Producto D,Producto A",18/02/23,6,2,1,0,5,Transferencia,Semanal,Desktop
1967,Producto D,Juguetes,48.86,161,Maria,67,H,Ciudad B,"Producto A,Producto C,Producto D",14/02/23,4,5,3,1,10,Tarjeta,Trimestral,Tablet
1771,Producto B,Hogar,191.8,140,Ana,25,M,Ciudad C,"Producto C,Producto B,Producto A",29/06/23,5,4,12,0,5,PayPal,Mensual,Desktop
1077,Producto D,Hogar,390.1,115,Sofia,27,M,Ciudad A,"Producto B,Producto D",29/07/23,6,3,13,1,15,Efectivo,Trimestral,Móvil
1331,Producto D,Juguetes,25.34,117,Juan,64,H,Ciudad C,"Producto D,Producto B,Producto D,Producto D",9/06/23,8,5,9,0,15,Efectivo,Mensual,Tablet
1769,Producto B,Ropa,214.62,106,Juan,34,M,Ciudad B,Producto C,21/10/23,3,2,5,0,15,Tarjeta,Semanal,Móvil
1016,Producto C,Electronica,336.07,148,Carlos,19,H,Ciudad A,Producto D,25/02/23,9,3,13,1,20,PayPal,Mensual,Desktop
1547,Producto C,Juguetes,324.65,138,Sofia,26,H,Ciudad A,"Producto C,Producto A,Producto A,Producto D",2/10/23,5,1,19,0,0,Efectivo,Mensual,Móvil
1782,Producto D,Juguetes,234.55,130,Carlos,45,M,Ciudad B,"Producto D,Producto A",17/09/23,9,1,18,0,5,PayPal,Semanal,Móvil
1918,Producto C,Electronica,311.76,194,Juan,41,H,Ciudad A,Producto D,28/07/23,5,3,11,1,0,Efectivo,Trimestral,Desktop
1100,Producto D,Hogar,287.64,130,Maria,61,M,Ciudad C,"Producto B,Producto C,Producto D",9/05/23,5,3,19,0,5,PayPal,Trimestral,Móvil
1000,Producto B,Hogar,224.92,147,Carlos,20,H,Ciudad B,"Producto A,Producto C,Producto B,Producto B",2/02/23,6,5,14,0,20,Transferencia,Semanal,Tablet
1884,Producto A,Juguetes,350.06,122,Carlos,37,H,Ciudad B,"Producto D,Producto C,Producto D",14/03/23,3,5,15,0,20,Tarjeta,Trimestral,Tablet
1962,Producto A,Electronica,142.03,149,Juan,32,H,Ciudad B,"Producto D,Producto C,Producto A,Producto D",7/03/23,5,3,6,0,0,Efectivo,Trimestral,Tablet
1548,Producto B,Electronica,126.73,182,Juan,20,H,Ciudad C,Producto D,29/03/23,4,3,18,0,5,PayPal,Semanal,Tablet
1369,Producto A,Hogar,492.07,154,Luis,29,H,Ciudad C,"Producto A,Producto A,Producto B",14/05/23,6,1,12,1,5,Efectivo,Mensual,Móvil
1740,Producto D,Electronica,167.31,150,Carlos,22,H,Ciudad A,"Producto D,Producto B,Producto C",1/12/23,6,5,17,0,15,Efectivo,Mensual,Móvil
1785,Producto D,Ropa,183.81,133,Carlos,24,M,Ciudad B,Producto A,30/01/23,4,4,17,0,20,Transferencia,Mensual,Desktop
1196,Producto C,Juguetes,113.48,127,Carlos,36,M,Ciudad C,"Producto D,Producto A",2/04/23,7,1,2,0,0,PayPal,Mensual,Desktop
1376,Producto C,Ropa,434.97,120,Juan,41,M,Ciudad A,"Producto D,Producto B",1/02/23,4,5,1,0,0,Transferencia,Mensual,Desktop
1723,Producto A,Electronica,463.35,146,Luis,47,M,Ciudad C,"Producto B,Producto D,Producto C",9/12/23,8,2,18,0,0,PayPal,Semanal,Tablet
